code,name,lng,lat
230500,双鸭山市,131.171402,46.655102
230600,大庆市,125.021840,46.596709
230700,伊春市,128.910766,47.734685
230800,佳木斯市,130.284735,46.813780
230900,七台河市,131.019048,45.775005
231000,牡丹江市,129.608035,44.588521
231100,黑河市,127.500830,50.250690
231200,绥化市,126.989095,46.646064
232700,大兴安岭地区,124.196104,51.991789
320100,南京市,118.778074,32.057236
320200,无锡市,120.305456,31.570037
320300,徐州市,117.188107,34.271553
320400,常州市,119.981861,31.771397
320500,苏州市,120.619907,31.317987
320600,南通市,120.873801,32.014665
320700,连云港市,119.173872,34.601549
320800,淮安市,119.030186,33.606513
320900,盐城市,120.148872,33.379862
321000,扬州市,119.427778,32.408505
321100,镇江市,119.455835,32.204409
321200,泰州市,119.919606,32.476053
321300,宿迁市,118.296893,33.952050
330100,杭州市,120.219375,30.259244
330200,宁波市,121.579006,29.885259
330300,温州市,120.690635,28.002838
330400,嘉兴市,120.760428,30.773992
330500,湖州市,120.137243,30.877925
330600,绍兴市,120.592467,30.002365
330700,金华市,119.652576,29.102899
330800,衢州市,118.875842,28.956910
330900,舟山市,122.169872,30.036010
331000,台州市,121.440613,28.668283
331100,丽水市,119.929576,28.456300
340100,合肥市,117.282699,31.866942
340200,芜湖市,118.384108,31.366020
340300,蚌埠市,117.357080,32.929499
340400,淮南市,117.018639,32.642812
340500,马鞍山市,118.515882,31.688528
340600,淮北市,116.791447,33.960023
340700,铜陵市,117.819429,30.940930
340800,安庆市,117.058739,30.537898
341000,黄山市,118.293570,29.734435
341100,滁州市,118.324570,32.317351
341200,阜阳市,115.820932,32.901211
341300,宿州市,116.988692,33.636772
341400,巢湖市,117.880490,31.608733
341500,六安市,116.505253,31.755558
341600,亳州市,115.787928,33.871211
341700,池州市,117.494477,30.660019
341800,宣城市,118.752096,30.951642
350100,福州市,119.330221,26.047125
350200,厦门市,118.103886,24.489231
350300,莆田市,119.077731,25.448450
350400,三明市,117.642194,26.270835
350500,泉州市,118.600362,24.901652
350600,漳州市,117.676205,24.517065
350700,南平市,118.181883,26.643626
350800,龙岩市,117.017997,25.078685
350900,宁德市,119.542082,26.656527
360100,南昌市,115.893528,28.689578
360200,景德镇市,117.186523,29.303563
360300,萍乡市,113.859917,27.639544
360400,九江市,115.999848,29.719640
360500,新余市,114.947117,27.822322
360600,鹰潭市,117.035450,28.241310
360700,赣州市,114.935909,25.845296
360800,吉安市,114.992039,27.113848
360900,宜春市,114.400039,27.811130
361000,抚州市,116.360919,27.954545
361100,上饶市,117.955464,28.457623
370100,济南市,117.024967,36.682785
370200,青岛市,120.384428,36.105215
370300,淄博市,118.059134,36.804685
370400,枣庄市,117.279305,34.807883
370500,东营市,118.583926,37.487121
370600,烟台市,121.309555,37.536562
370700,潍坊市,119.142634,36.716115
370800,济宁市,116.600798,35.402122
370900,泰安市,117.089415,36.188078
371000,威海市,122.093958,37.528787
371100,日照市,119.507180,35.420225
371200,莱芜市,117.684667,36.233654
371300,临沂市,118.340768,35.072409
371400,德州市,116.328161,37.460826
371500,聊城市,115.986869,36.455829
371600,滨州市,117.968292,37.405314
371700,菏泽市,115.463360,35.262440
410100,郑州市,113.649644,34.756610
410200,开封市,114.351642,34.801854
410300,洛阳市,112.447525,34.657368
410400,平顶山市,113.300849,33.745301
410500,安阳市,114.351807,36.110267
410600,鹤壁市,114.297770,35.755426
410700,新乡市,113.912690,35.307258
410800,焦作市,113.211836,35.234608
410900,濮阳市,115.026627,35.753298
411000,许昌市,113.835312,34.026740
411100,漯河市,114.046061,33.576279
411200,三门峡市,111.181262,34.783320
411300,南阳市,112.542842,33.011420
411400,商丘市,115.641886,34.438589
411500,信阳市,114.085491,32.128582
411600,周口市,114.654102,33.623741
411700,驻马店市,114.049154,32.983158
420100,武汉市,114.316200,30.581084
522200,铜仁地区,109.196161,27.726271
522300,黔西南布依族苗族自治州,104.900558,25.095148
522400,毕节地区,105.300492,27.302612
522600,黔东南苗族侗族自治州,107.985353,26.583992
522700,黔南布依族苗族自治州,107.523205,26.264536
530100,昆明市,102.714601,25.049153
530300,曲靖市,103.782539,25.520758
530400,玉溪市,102.545068,24.370447
530500,保山市,99.177996,25.120489
530600,昭通市,103.725021,27.340633
530700,丽江市,100.229628,26.875351
530800,普洱市,100.980058,22.788778
530900,临沧市,100.092613,23.887806
532300,楚雄彝族自治州,101.529382,25.066356
532500,红河哈尼族彝族自治州,103.384065,23.367718
532600,文山壮族苗族自治州,104.246294,23.374087
532800,西双版纳傣族自治州,100.803038,22.009433
532900,大理白族自治州,100.223675,25.596900
533100,德宏傣族景颇族自治州,98.589434,24.441240
533300,怒江傈僳族自治州,98.859932,25.860677
533400,迪庆藏族自治州,99.713682,27.831029
540100,拉萨市,91.111891,29.662557
542100,昌都市,97.185582,31.140576
542200,山南地区,91.750644,29.229027
542300,日喀则市,88.891486,29.269023
542400,那曲市,92.067018,31.480680
542500,阿里地区,81.107669,30.404557
542600,林芝市,94.349985,29.666941
610100,西安市,108.953098,34.277800
610200,铜川市,108.968067,34.908368
610300,宝鸡市,107.170645,34.364081
610400,咸阳市,108.707509,34.345373
610500,渭南市,109.483933,34.502358
610600,延安市,109.500510,36.603320
610700,汉中市,107.045478,33.081569
610800,榆林市,109.745926,38.279439
610900,安康市,109.038045,32.704370
611000,商洛市,109.934208,33.873907
620100,兰州市,103.823305,36.064226
620200,嘉峪关市,98.281635,39.802397
620300,金昌市,102.208126,38.516072
620400,白银市,104.171241,36.546682
620500,天水市,105.736932,34.584319
620600,武威市,102.640147,37.933172
620700,张掖市,100.459892,38.939320
620800,平凉市,106.688911,35.550110
620900,酒泉市,98.508415,39.741474
621000,庆阳市,107.644227,35.726801
621100,定西市,104.626638,35.586056
621200,陇南市,104.934573,33.394480
810000,香港特别行政区,114.186100,22.293600
820000,澳门特别行政区,113.557500,22.204100
710100,台北市,121.565400,25.033000
710200,新北市,121.465300,25.012000
710300,桃园市,121.216800,24.937600
710400,台中市,120.673600,24.147700
710500,台南市,120.259300,22.990800
710600,高雄市,120.301400,22.627300
